Nmin analysed with method XXX at Wiesengut, ? AOL, unit: kg/ha;;;;;;;;;
trial C;2014-04-10;1;15;1;;45-75cm;3,774999833;;
trial C;2014-04-10;1;15;1;;75-105cm;5,25167768;;
trial C;2014-04-10;6;16;6;;0-30cm;17,39365062;;
trial C;2014-04-10;6;16;6;;30-45cm;2,642641997;;
trial C;2014-04-10;6;16;6;;45-75cm;0,857002447;;
trial C;2014-04-10;6;16;6;;75-105cm;2,552035551;;
trial C;2014-04-10;5;17;5;;0-30cm;25,87062328;;
trial C;2014-04-10;5;17;5;;30-45cm;2,717698936;;
trial C;2014-04-10;5;17;5;;45-75cm;0,995878793;;
trial C;2014-04-10;5;17;5;;75-105cm;0,989303531;;
trial C;2014-04-10;4;18;4;;0-30cm;47,62242367;;
trial C;2014-04-10;4;18;4;;30-45cm;19,57002234;;
trial C;2014-04-10;4;18;4;;45-75cm;0;;
trial C;2014-04-10;4;18;4;;75-105cm;0,912569632;;
trial C;2014-04-10;5;19;5;;0-30cm;70,66682815;;
trial C;2014-04-10;5;19;5;;30-45cm;7,752228202;;
trial C;2014-04-10;5;19;5;;45-75cm;4,510951261;;
trial C;2014-04-10;5;19;5;;75-105cm;2,788515171;;
trial C;2014-04-10;4;20;4;;0-30cm;46,01207471;;
trial C;2014-04-10;4;20;4;;30-45cm;11,11660445;;
trial C;2014-04-10;4;20;4;;45-75cm;4,34864012;;
trial C;2014-04-10;4;20;4;;75-105cm;2,531233913;;
trial C;2014-04-10;6;21;6;;0-30cm;21,68589108;;
trial C;2014-04-10;6;21;6;;30-45cm;8,251426609;;
trial C;2014-04-10;6;21;6;;45-75cm;7,032269755;;
trial C;2014-04-10;6;21;6;;75-105cm;8,207307318;;
trial C;2014-04-10;3;22;3;;0-30cm;39,19158886;;
trial C;2014-04-10;3;22;3;;30-45cm;8,636514991;;
trial C;2014-04-10;3;22;3;;45-75cm;8,725869256;;
trial C;2014-04-10;3;22;3;;75-105cm;9,848675732;;
trial C;2014-04-10;2;23;2;;0-30cm;21,45073097;;
trial C;2014-04-10;2;23;2;;30-45cm;8,962498157;;
trial C;2014-04-10;2;23;2;;45-75cm;13,89910934;;
trial C;2014-04-10;2;23;2;;75-105cm;12,89346907;;
trial C;2014-04-10;1;24;1;;0-30cm;33,23910074;;
trial C;2014-04-10;1;24;1;;30-45cm;10,62560492;;
trial C;2014-04-10;1;24;1;;45-75cm;13,59794061;;
trial C;2014-04-10;1;24;1;;75-105cm;13,06473716;;
;;;;;;;;;
trial C;2014-05-14;2;13;2;;0-30cm;13,40597639;Nmin 2014 gilt, Tabellenblatt Trial C sortiert;
trial C;2014-05-14;2;13;2;;30-45cm;4,358280287;;
trial C;2014-05-14;2;13;2;;45-75cm;2,66127074;;
trial C;2014-05-14;2;13;2;;75-105cm;8,545111411;;
trial C;2014-05-14;3;14;3;;0-30cm;14,41303639;;
trial C;2014-05-14;3;14;3;;30-45cm;6,08003954;;
trial C;2014-05-14;3;14;3;;45-75cm;2,97834159;;
trial C;2014-05-14;3;14;3;;75-105cm;6,74287089;;
trial C;2014-05-14;1;15;1;;0-30cm;27,86230119;;
trial C;2014-05-14;1;15;1;;30-45cm;6,604805165;;
trial C;2014-05-14;1;15;1;;45-75cm;6,863366506;;
trial C;2014-05-14;1;15;1;;75-105cm;8,821518955;;
trial C;2014-05-14;6;16;6;;0-30cm;19,63487103;;
trial C;2014-05-14;6;16;6;;30-45cm;4,126229259;;
trial C;2014-05-14;6;16;6;;45-75cm;3,388618349;;
trial C;2014-05-14;6;16;6;;75-105cm;7,866129632;;
trial C;2014-05-14;5;17;5;;0-30cm;13,53638273;;
trial C;2014-05-14;5;17;5;;30-45cm;2,998411946;;
trial C;2014-05-14;5;17;5;;45-75cm;3,57550285;;
trial C;2014-05-14;5;17;5;;75-105cm;8,076309815;;
trial C;2014-05-14;4;18;4;;0-30cm;15,1633714;;
trial C;2014-05-14;4;18;4;;30-45cm;5,154232476;;
trial C;2014-05-14;4;18;4;;45-75cm;4,954738402;;
trial C;2014-05-14;4;18;4;;75-105cm;10,23064509;;
trial C;2014-05-14;5;19;5;;0-30cm;18,0192552;;
trial C;2014-05-14;5;19;5;;30-45cm;3,660947247;;
trial C;2014-05-14;5;19;5;;45-75cm;2,898170422;;
trial C;2014-05-14;5;19;5;;75-105cm;7,259387229;;
trial C;2014-05-14;4;20;4;;0-30cm;14,44849987;;
trial C;2014-05-14;4;20;4;;30-45cm;6,117775845;;
trial C;2014-05-14;4;20;4;;45-75cm;8,441793195;;
trial C;2014-05-14;4;20;4;;75-105cm;7,961558508;;
trial C;2014-05-14;6;21;6;;0-30cm;16,68095044;;
trial C;2014-05-14;6;21;6;;30-45cm;6,363422934;;
trial C;2014-05-14;6;21;6;;45-75cm;6,906298045;;
trial C;2014-05-14;6;21;6;;75-105cm;8,123556811;;
trial C;2014-05-14;3;22;3;;0-30cm;16,57636843;;
trial C;2014-05-14;3;22;3;;30-45cm;3,86031843;;
trial C;2014-05-14;3;22;3;;45-75cm;8,179933944;;
trial C;2014-05-14;3;22;3;;75-105cm;6,036730972;;
trial C;2014-05-14;2;23;2;;0-30cm;17,06986029;;
trial C;2014-05-14;2;23;2;;30-45cm;5,901606649;;
trial C;2014-05-14;2;23;2;;45-75cm;6,905446002;;
trial C;2014-05-14;2;23;2;;75-105cm;7,464416441;;
trial C;2014-05-14;1;24;1;;0-30cm;16,06411114;;
trial C;2014-05-14;1;24;1;;30-45cm;6,384393487;;
trial C;2014-05-14;1;24;1;;45-75cm;9,593209176;;
trial C;2014-05-14;1;24;1;;75-105cm;7,261907354;;
;;;;;;;;;
trial C;2014-06-12;2;13;2;;0-30cm;13,1555088;Nmin 2014 gilt, Tabellenblatt Trial C sortiert;
trial C;2014-06-12;2;13;2;;30-45cm;6,627096347;;
trial C;2014-06-12;2;13;2;;45-75cm;10,75645228;;
trial C;2014-06-12;2;13;2;;75-105cm;8,785120608;;
trial C;2014-06-12;3;14;3;;0-30cm;12,28856202;;
trial C;2014-06-12;3;14;3;;30-45cm;5,16388424;;
trial C;2014-06-12;3;14;3;;45-75cm;9,502076048;;
trial C;2014-06-12;3;14;3;;75-105cm;10,45234345;;
trial C;2014-06-12;1;15;1;;0-30cm;19,37563866;;
trial C;2014-06-12;1;15;1;;30-45cm;4,80320835;;
trial C;2014-06-12;1;15;1;;45-75cm;7,494695632;;
trial C;2014-06-12;1;15;1;;75-105cm;8,815521597;;
trial C;2014-06-12;6;16;6;;0-30cm;15,43328425;;
trial C;2014-06-12;6;16;6;;30-45cm;5,303559954;;
trial C;2014-06-12;6;16;6;;45-75cm;12,92258556;;
trial C;2014-06-12;6;16;6;;75-105cm;14,54927371;;
trial C;2014-06-12;5;17;5;;0-30cm;15,2094336;;
trial C;2014-06-12;5;17;5;;30-45cm;12,34416959;;
trial C;2014-06-12;5;17;5;;45-75cm;15,29480405;;
trial C;2014-06-12;5;17;5;;75-105cm;7,505294534;;
trial C;2014-06-12;4;18;4;;0-30cm;14,54419053;;
trial C;2014-06-12;4;18;4;;30-45cm;4,448520814;;
trial C;2014-06-12;4;18;4;;45-75cm;9,360015798;;
trial C;2014-06-12;4;18;4;;75-105cm;6,103132185;;
trial C;2014-06-12;5;19;5;;0-30cm;10,58871497;;
trial C;2014-06-12;5;19;5;;30-45cm;6,806633921;;
trial C;2014-06-12;5;19;5;;45-75cm;7,235891656;;
trial C;2014-06-12;5;19;5;;75-105cm;4,80779669;;
trial C;2014-06-12;4;20;4;;0-30cm;9,724919127;;
trial C;2014-06-12;4;20;4;;30-45cm;6,680102664;;
trial C;2014-06-12;4;20;4;;45-75cm;9,085750184;;
trial C;2014-06-12;4;20;4;;75-105cm;6,473072619;;
trial C;2014-06-12;6;21;6;;0-30cm;11,23161953;;
trial C;2014-06-12;6;21;6;;30-45cm;8,327025464;;
trial C;2014-06-12;6;21;6;;45-75cm;7,46599345;;
trial C;2014-06-12;6;21;6;;75-105cm;6,248677394;;
trial C;2014-06-12;3;22;3;;0-30cm;8,498255364;;
trial C;2014-06-12;3;22;3;;30-45cm;5,16220976;;
trial C;2014-06-12;3;22;3;;45-75cm;5,287053019;;
trial C;2014-06-12;3;22;3;;75-105cm;12,28666424;;
trial C;2014-06-12;2;23;2;;0-30cm;8,236173062;;
trial C;2014-06-12;2;23;2;;30-45cm;5,357570335;;
trial C;2014-06-12;2;23;2;;45-75cm;10,19154005;;
trial C;2014-06-12;2;23;2;;75-105cm;5,964373097;;
trial C;2014-06-12;1;24;1;;0-30cm;11,60393908;;
trial C;2014-06-12;1;24;1;;30-45cm;6,819662037;;
trial C;2014-06-12;1;24;1;;45-75cm;8,491473812;;
trial C;2014-06-12;1;24;1;;75-105cm;6,576370982;;
;;;;;;;;;
trial C;2014-07-22;2;13;2;;0-30cm;34,05717586;Nmin 2014 gilt, Tabellenblatt Trial C sortiert;
trial C;2014-07-22;2;13;2;;30-45cm;10,69697567;;
trial C;2014-07-22;2;13;2;;45-75cm;7,092104526;;
trial C;2014-07-22;2;13;2;;75-105cm;6,931413244;;
trial C;2014-07-22;3;14;3;;0-30cm;24,29471457;;
trial C;2014-07-22;3;14;3;;30-45cm;10,09381243;;
trial C;2014-07-22;3;14;3;;45-75cm;6,107217886;;
trial C;2014-07-22;3;14;3;;75-105cm;5,080266344;;
trial C;2014-07-22;1;15;1;;0-30cm;33,4299483;;
trial C;2014-07-22;1;15;1;;30-45cm;12,82802499;;
trial C;2014-07-22;1;15;1;;45-75cm;10,63872681;;
trial C;2014-07-22;1;15;1;;75-105cm;11,06055775;;
trial C;2014-07-22;6;16;6;;0-30cm;25,84275975;;
trial C;2014-07-22;6;16;6;;30-45cm;9,304244832;;
trial C;2014-07-22;6;16;6;;45-75cm;4,875901277;;
trial C;2014-07-22;6;16;6;;75-105cm;5,714964637;;
trial C;2014-07-22;5;17;5;;0-30cm;32,59441966;;
trial C;2014-07-22;5;17;5;;30-45cm;9,893591697;;
trial C;2014-07-22;5;17;5;;45-75cm;5,501764684;;
trial C;2014-07-22;5;17;5;;75-105cm;3,985407499;;
trial C;2014-07-22;4;18;4;;0-30cm;31,54519266;;
trial C;2014-07-22;4;18;4;;30-45cm;20,4937705;;
trial C;2014-07-22;4;18;4;;45-75cm;7,670633062;;
trial C;2014-07-22;4;18;4;;75-105cm;6,204922438;;
trial C;2014-07-22;5;19;5;;0-30cm;28,97455345;;
trial C;2014-07-22;5;19;5;;30-45cm;11,65556478;;
trial C;2014-07-22;5;19;5;;45-75cm;5,997461077;;
trial C;2014-07-22;5;19;5;;75-105cm;5,692036787;;
trial C;2014-07-22;4;20;4;;0-30cm;37,74512877;;
trial C;2014-07-22;4;20;4;;30-45cm;16,06920496;;
trial C;2014-07-22;4;20;4;;45-75cm;6,795069049;;
trial C;2014-07-22;4;20;4;;75-105cm;6,722855937;;
trial C;2014-07-22;6;21;6;;0-30cm;34,51081146;;
trial C;2014-07-22;6;21;6;;30-45cm;11,17414683;;
trial C;2014-07-22;6;21;6;;45-75cm;5,773441164;;
trial C;2014-07-22;6;21;6;;75-105cm;5,175658918;;
trial C;2014-07-22;3;22;3;;0-30cm;21,00505054;;
trial C;2014-07-22;3;22;3;;30-45cm;4,885696617;;
trial C;2014-07-22;3;22;3;;45-75cm;6,428319986;;
trial C;2014-07-22;3;22;3;;75-105cm;6,120217906;;
trial C;2014-07-22;2;23;2;;0-30cm;24,96513332;;
trial C;2014-07-22;2;23;2;;30-45cm;5,662706867;;
trial C;2014-07-22;2;23;2;;45-75cm;9,235626238;;
trial C;2014-07-22;2;23;2;;75-105cm;5,819220367;;
trial C;2014-07-22;1;24;1;;0-30cm;28,40156916;;
trial C;2014-07-22;1;24;1;;30-45cm;10,77308137;;
trial C;2014-07-22;1;24;1;;45-75cm;7,11845632;;
trial C;2014-07-22;1;24;1;;75-105cm;8,436742204;;
;;;;;;;;;
trial C;2014-09-02;2;13;2;;0-30cm;44,89060986;Nmin 2014 gilt, Tabellenblatt Trial C sortiert;
trial C;2014-09-02;2;13;2;;30-45cm;22,70451254;;
trial C;2014-09-02;2;13;2;;45-75cm;15,03922991;;
trial C;2014-09-02;2;13;2;;75-105cm;21,89815075;;
trial C;2014-09-02;3;14;3;;0-30cm;41,8258706;;
trial C;2014-09-02;3;14;3;;30-45cm;29,21348634;;
trial C;2014-09-02;3;14;3;;45-75cm;24,23653113;;
trial C;2014-09-02;3;14;3;;75-105cm;4,249494056;;
trial C;2014-09-02;1;15;1;;0-30cm;50,55881293;;
trial C;2014-09-02;1;15;1;;30-45cm;43,34656494;;
trial C;2014-09-02;1;15;1;;45-75cm;36,63526288;;
trial C;2014-09-02;1;15;1;;75-105cm;10,97793049;;
trial C;2014-09-02;6;16;6;;0-30cm;44,08396637;;
trial C;2014-09-02;6;16;6;;30-45cm;24,07499453;;
trial C;2014-09-02;6;16;6;;45-75cm;13,20122574;;
trial C;2014-09-02;6;16;6;;75-105cm;15,67872385;;
trial C;2014-09-02;5;17;5;;0-30cm;44,94270365;;
trial C;2014-09-02;5;17;5;;30-45cm;29,02671719;;
trial C;2014-09-02;5;17;5;;45-75cm;29,10787853;;
trial C;2014-09-02;5;17;5;;75-105cm;10,68374324;;
trial C;2014-09-02;4;18;4;;0-30cm;42,52718719;;
trial C;2014-09-02;4;18;4;;30-45cm;44,48113797;;
trial C;2014-09-02;4;18;4;;45-75cm;30,82252102;;
trial C;2014-09-02;4;18;4;;75-105cm;16,65130147;;
trial C;2014-09-02;5;19;5;;0-30cm;41,3772536;;
trial C;2014-09-02;5;19;5;;30-45cm;23,10307601;;
trial C;2014-09-02;5;19;5;;45-75cm;19,32112395;;
trial C;2014-09-02;5;19;5;;75-105cm;10,03481331;;
trial C;2014-09-02;4;20;4;;0-30cm;52,92020518;;
trial C;2014-09-02;4;20;4;;30-45cm;28,93361887;;
trial C;2014-09-02;4;20;4;;45-75cm;19,80953988;;
trial C;2014-09-02;4;20;4;;75-105cm;8,885884624;;
trial C;2014-09-02;6;21;6;;0-30cm;42,19897497;;
trial C;2014-09-02;6;21;6;;30-45cm;17,88710532;;
trial C;2014-09-02;6;21;6;;45-75cm;5,212643962;;
trial C;2014-09-02;6;21;6;;75-105cm;6,398110251;;
trial C;2014-09-02;3;22;3;;0-30cm;46,62267138;;
trial C;2014-09-02;3;22;3;;30-45cm;25,8544053;;
trial C;2014-09-02;3;22;3;;45-75cm;16,22146857;;
trial C;2014-09-02;3;22;3;;75-105cm;5,658820362;;
trial C;2014-09-02;2;23;2;;0-30cm;37,7610965;;
trial C;2014-09-02;2;23;2;;30-45cm;21,39577437;;
trial C;2014-09-02;2;23;2;;45-75cm;13,52633948;;
trial C;2014-09-02;2;23;2;;75-105cm;6,230590137;;
trial C;2014-09-02;1;24;1;;0-30cm;40,06059626;;
trial C;2014-09-02;1;24;1;;30-45cm;19,43079826;;
trial C;2014-09-02;1;24;1;;45-75cm;11,91833069;;
trial C;2014-09-02;1;24;1;;75-105cm;14,27829309;;
;;;;;;;;;
trial C;2014-11-10;2;13;2;;0-30cm;40,83429549;Nmin 2014 gilt, Tabellenblatt Trial C sortiert;
trial C;2014-11-10;2;13;2;;30-45cm;35,726196;;
trial C;2014-11-10;2;13;2;;45-75cm;34,77456943;;
trial C;2014-11-10;2;13;2;;75-105cm;18,56183583;;
trial C;2014-11-10;3;14;3;;0-30cm;50,77304533;;
trial C;2014-11-10;3;14;3;;30-45cm;34,9524774;;
trial C;2014-11-10;3;14;3;;45-75cm;43,44831046;;
trial C;2014-11-10;3;14;3;;75-105cm;13,60547708;;
trial C;2014-11-10;1;15;1;;0-30cm;59,50862568;;
trial C;2014-11-10;1;15;1;;30-45cm;37,77216868;;
trial C;2014-11-10;1;15;1;;45-75cm;47,8155424;;
trial C;2014-11-10;1;15;1;;75-105cm;26,06611376;;
trial C;2014-11-10;6;16;6;;0-30cm;57,26211543;;
trial C;2014-11-10;6;16;6;;30-45cm;47,25301551;;
trial C;2014-11-10;6;16;6;;45-75cm;54,72246977;;
trial C;2014-11-10;6;16;6;;75-105cm;24,28063222;;
trial C;2014-11-10;5;17;5;;0-30cm;50,4639997;;
trial C;2014-11-10;5;17;5;;30-45cm;34,67978351;;
trial C;2014-11-10;5;17;5;;45-75cm;49,6271299;;
trial C;2014-11-10;5;17;5;;75-105cm;27,66939356;;
trial C;2014-11-10;4;18;4;;0-30cm;56,48670234;;
trial C;2014-11-10;4;18;4;;30-45cm;43,89177313;;
trial C;2014-11-10;4;18;4;;45-75cm;65,89255994;;
trial C;2014-11-10;4;18;4;;75-105cm;46,09151377;;
trial C;2014-11-10;5;19;5;;0-30cm;39,41000887;;
trial C;2014-11-10;5;19;5;;30-45cm;36,10215183;;
trial C;2014-11-10;5;19;5;;45-75cm;45,56144596;;
trial C;2014-11-10;5;19;5;;75-105cm;11,80925888;;
trial C;2014-11-10;4;20;4;;0-30cm;46,32366964;;
trial C;2014-11-10;4;20;4;;30-45cm;36,32202756;;
trial C;2014-11-10;4;20;4;;45-75cm;36,00612742;;
trial C;2014-11-10;4;20;4;;75-105cm;17,5341103;;
trial C;2014-11-10;6;21;6;;0-30cm;50,92085483;;
trial C;2014-11-10;6;21;6;;30-45cm;23,8785994;;
trial C;2014-11-10;6;21;6;;45-75cm;36,83922009;;
trial C;2014-11-10;6;21;6;;75-105cm;14,51291044;;
trial C;2014-11-10;3;22;3;;0-30cm;37,16615781;;
trial C;2014-11-10;3;22;3;;30-45cm;25,67598007;;
trial C;2014-11-10;3;22;3;;45-75cm;24,61250291;;
trial C;2014-11-10;3;22;3;;75-105cm;12,7924179;;
trial C;2014-11-10;2;23;2;;0-30cm;56,27384845;;
trial C;2014-11-10;2;23;2;;30-45cm;30,34472251;;
trial C;2014-11-10;2;23;2;;45-75cm;39,14396341;;
trial C;2014-11-10;2;23;2;;75-105cm;18,66847185;;
trial C;2014-11-10;1;24;1;;0-30cm;49,85905826;;
trial C;2014-11-10;1;24;1;;30-45cm;28,56203387;;
trial C;2014-11-10;1;24;1;;45-75cm;41,50548804;;
trial C;2014-11-10;1;24;1;;75-105cm;15,39858718;;
;;;;;;;;;
trial C;2015-04-08;1;1;1;;0-30cm;18,93502556;Nmin 2015 b, Tabellenblatt C sortiert;
trial C;2015-04-08;1;1;1;;30-45cm;7,962377008;;
trial C;2015-04-08;1;1;1;;45-75cm;17,97572945;;
trial C;2015-04-08;1;1;1;;75-105cm;36,66907241;;
trial C;2015-04-08;2;2;2;;0-30cm;38,2847051;;
trial C;2015-04-08;2;2;2;;30-45cm;18,26438148;;
trial C;2015-04-08;2;2;2;;45-75cm;30,20763419;;
trial C;2015-04-08;2;2;2;;75-105cm;28,1701605;;
trial C;2015-04-08;3;3;3;;0-30cm;37,45274311;;
trial C;2015-04-08;3;3;3;;30-45cm;5,948309243;;
trial C;2015-04-08;3;3;3;;45-75cm;28,21280556;;
trial C;2015-04-08;3;3;3;;75-105cm;36,16780178;;
trial C;2015-04-08;4;4;4;;0-30cm;38,81673275;;
trial C;2015-04-08;4;4;4;;30-45cm;6,171151647;;
trial C;2015-04-08;4;4;4;;45-75cm;16,41859153;;
trial C;2015-04-08;4;4;4;;75-105cm;15,06737581;;
trial C;2015-04-08;5;5;5;;0-30cm;22,01990138;;
trial C;2015-04-08;5;5;5;;30-45cm;9,196644093;;
trial C;2015-04-08;5;5;5;;45-75cm;27,2647198;;
trial C;2015-04-08;5;5;5;;75-105cm;26,51997782;;
trial C;2015-04-08;6;6;6;;0-30cm;50,96556292;;
trial C;2015-04-08;6;6;6;;30-45cm;23,82469725;;
trial C;2015-04-08;6;6;6;;45-75cm;74,51990549;;
trial C;2015-04-08;6;6;6;;75-105cm;44,6031481;;
trial C;2015-04-08;5;7;5;;0-30cm;32,3201171;;
trial C;2015-04-08;5;7;5;;30-45cm;11,93650556;;
trial C;2015-04-08;5;7;5;;45-75cm;19,25231451;;
trial C;2015-04-08;5;7;5;;75-105cm;50,29387143;;
trial C;2015-04-08;6;8;6;;0-30cm;24,76660278;;
trial C;2015-04-08;6;8;6;;30-45cm;10,62856311;;
trial C;2015-04-08;6;8;6;;45-75cm;26,21934875;;
trial C;2015-04-08;6;8;6;;75-105cm;32,26184029;;
trial C;2015-04-08;4;9;4;;0-30cm;33,5763205;;
trial C;2015-04-08;4;9;4;;30-45cm;18,88728485;;
trial C;2015-04-08;4;9;4;;45-75cm;49,39086566;;
trial C;2015-04-08;4;9;4;;75-105cm;51,59583105;;
trial C;2015-04-08;3;10;3;;0-30cm;35,07142359;;
trial C;2015-04-08;3;10;3;;30-45cm;14,00886383;;
trial C;2015-04-08;3;10;3;;45-75cm;32,59389116;;
trial C;2015-04-08;3;10;3;;75-105cm;51,34645672;;
trial C;2015-04-08;1;11;1;;0-30cm;24,84466541;;
trial C;2015-04-08;1;11;1;;30-45cm;16,79991999;;
trial C;2015-04-08;1;11;1;;45-75cm;23,67614118;;
trial C;2015-04-08;1;11;1;;75-105cm;53,71246753;;
trial C;2015-04-08;2;12;2;;0-30cm;28,5631446;;
trial C;2015-04-08;2;12;2;;30-45cm;11,54408633;;
trial C;2015-04-08;2;12;2;;45-75cm;25,3393985;;
trial C;2015-04-08;2;12;2;;75-105cm;43,91916123;;
trial C;2015-04-08;2;13;2;;0-30cm;36,67921927;;
trial C;2015-04-08;2;13;2;;30-45cm;14,75769444;;
trial C;2015-04-08;2;13;2;;45-75cm;30,68223286;;
trial C;2015-04-08;2;13;2;;75-105cm;44,98799875;;
trial C;2015-04-08;3;14;3;;0-30cm;38,01966626;;
trial C;2015-04-08;3;14;3;;30-45cm;17,40687039;;
trial C;2015-04-08;3;14;3;;45-75cm;34,80188891;;
trial C;2015-04-08;3;14;3;;75-105cm;43,59799243;;
trial C;2015-04-08;1;15;1;;0-30cm;35,5418695;;
trial C;2015-04-08;1;15;1;;30-45cm;16,52735326;;
trial C;2015-04-08;1;15;1;;45-75cm;49,05973504;;
trial C;2015-04-08;1;15;1;;75-105cm;57,91774637;;
trial C;2015-04-08;6;16;6;;0-30cm;40,5476779;;
trial C;2015-04-08;6;16;6;;30-45cm;15,78788589;;
trial C;2015-04-08;6;16;6;;45-75cm;29,1055649;;
trial C;2015-04-08;6;16;6;;75-105cm;56,82989482;;
trial C;2015-04-08;5;17;5;;0-30cm;21,13766234;;
trial C;2015-04-08;5;17;5;;30-45cm;6,512359551;;
trial C;2015-04-08;5;17;5;;45-75cm;21,49882904;;
trial C;2015-04-08;5;17;5;;75-105cm;49,27336479;;
trial C;2015-04-08;4;18;4;;0-30cm;40,99205342;;
trial C;2015-04-08;4;18;4;;30-45cm;21,75752481;;
trial C;2015-04-08;4;18;4;;45-75cm;35,63164904;;
trial C;2015-04-08;4;18;4;;75-105cm;47,72839984;;
trial C;2015-04-08;5;19;5;;0-30cm;44,09540755;;
trial C;2015-04-08;5;19;5;;30-45cm;18,73473159;;
trial C;2015-04-08;5;19;5;;45-75cm;26,96207169;;
trial C;2015-04-08;5;19;5;;75-105cm;34,58334161;;
trial C;2015-04-08;4;20;4;;0-30cm;44,67690377;;
trial C;2015-04-08;4;20;4;;30-45cm;15,4423796;;
trial C;2015-04-08;4;20;4;;45-75cm;36,6829719;;
trial C;2015-04-08;4;20;4;;75-105cm;40,77218033;;
trial C;2015-04-08;6;21;6;;0-30cm;35,67117031;;
trial C;2015-04-08;6;21;6;;30-45cm;13,57331097;;
trial C;2015-04-08;6;21;6;;45-75cm;25,92824427;;
trial C;2015-04-08;6;21;6;;75-105cm;32,69139032;;
trial C;2015-04-08;3;22;3;;0-30cm;36,03423634;;
trial C;2015-04-08;3;22;3;;30-45cm;19,79512877;;
