Nmin analysed with method XXX at Wiesengut, ? AOL, unit: kg/ha;;;;;;;;;
trial C;2015-04-08;3;22;3;;45-75cm;38,86215707;;
trial C;2015-04-08;3;22;3;;75-105cm;33,59689202;;
trial C;2015-04-08;2;23;2;;0-30cm;39,00380992;;
trial C;2015-04-08;2;23;2;;30-45cm;17,72691755;;
trial C;2015-04-08;2;23;2;;45-75cm;30,07039444;;
trial C;2015-04-08;2;23;2;;75-105cm;18,31920608;;
trial C;2015-04-08;1;24;1;;0-30cm;38,0253267;;
trial C;2015-04-08;1;24;1;;30-45cm;14,40414838;;
trial C;2015-04-08;1;24;1;;45-75cm;30,9424648;;
trial C;2015-04-08;1;24;1;;75-105cm;36,24134428;;
;;;;;;;;;
trial C;2015-05-13;2;13;2;;0-30cm;5,380223314;Nmin 2015 b, Tabellenblatt C sortiert;
trial C;2015-05-13;2;13;2;;30-45cm;4,213486239;;
trial C;2015-05-13;2;13;2;;45-75cm;23,72993144;;
trial C;2015-05-13;2;13;2;;75-105cm;35,11412017;;
trial C;2015-05-13;3;14;3;;0-30cm;10,53693556;;
trial C;2015-05-13;3;14;3;;30-45cm;8,787921196;;
trial C;2015-05-13;3;14;3;;45-75cm;30,44820276;;
trial C;2015-05-13;3;14;3;;75-105cm;41,89284276;;
trial C;2015-05-13;1;15;1;;0-30cm;10,15417145;;
trial C;2015-05-13;1;15;1;;30-45cm;9,191330935;;
trial C;2015-05-13;1;15;1;;45-75cm;33,62503506;;
trial C;2015-05-13;1;15;1;;75-105cm;47,02794835;;
trial C;2015-05-13;6;16;6;;0-30cm;11,19175272;;
trial C;2015-05-13;6;16;6;;30-45cm;7,294377026;;
trial C;2015-05-13;6;16;6;;45-75cm;28,30788156;;
trial C;2015-05-13;6;16;6;;75-105cm;41,9186864;;
trial C;2015-05-13;5;17;5;;0-30cm;10,17935484;;
trial C;2015-05-13;5;17;5;;30-45cm;6,508471963;;
trial C;2015-05-13;5;17;5;;45-75cm;19,07290578;;
trial C;2015-05-13;5;17;5;;75-105cm;28,50528497;;
trial C;2015-05-13;4;18;4;;0-30cm;18,06538874;;
trial C;2015-05-13;4;18;4;;30-45cm;13,67273448;;
trial C;2015-05-13;4;18;4;;45-75cm;34,67132148;;
trial C;2015-05-13;4;18;4;;75-105cm;49,63306566;;
trial C;2015-05-13;5;19;5;;0-30cm;5,0925;;
trial C;2015-05-13;5;19;5;;30-45cm;7,92793513;;
trial C;2015-05-13;5;19;5;;45-75cm;26,63934486;;
trial C;2015-05-13;5;19;5;;75-105cm;39,99516612;;
trial C;2015-05-13;4;20;4;;0-30cm;18,5061157;;
trial C;2015-05-13;4;20;4;;30-45cm;11,05675985;;
trial C;2015-05-13;4;20;4;;45-75cm;35,87891817;;
trial C;2015-05-13;4;20;4;;75-105cm;42,49801627;;
trial C;2015-05-13;6;21;6;;0-30cm;21,75311794;;
trial C;2015-05-13;6;21;6;;30-45cm;11,02151572;;
trial C;2015-05-13;6;21;6;;45-75cm;33,696;;
trial C;2015-05-13;6;21;6;;75-105cm;42,22442494;;
trial C;2015-05-13;3;22;3;;0-30cm;22,50949091;;
trial C;2015-05-13;3;22;3;;30-45cm;5,56487395;;
trial C;2015-05-13;3;22;3;;45-75cm;33,48448706;;
trial C;2015-05-13;3;22;3;;75-105cm;52,15061495;;
trial C;2015-05-13;2;23;2;;0-30cm;10,20733516;;
trial C;2015-05-13;2;23;2;;30-45cm;9,293140417;;
trial C;2015-05-13;2;23;2;;45-75cm;28,74630975;;
trial C;2015-05-13;2;23;2;;75-105cm;33,68702929;;
trial C;2015-05-13;1;24;1;;0-30cm;22,77226545;;
trial C;2015-05-13;1;24;1;;30-45cm;12,27149375;;
trial C;2015-05-13;1;24;1;;45-75cm;30,20736741;;
trial C;2015-05-13;1;24;1;;75-105cm;38,29167949;;
;;;;;;;;;
trial C;2015-06-15;2;13;2;;0-30cm;10,80416706;Nmin 2015 b, Tabellenblatt C sortiert;
trial C;2015-06-15;2;13;2;;30-45cm;4,34877091;;
trial C;2015-06-15;2;13;2;;45-75cm;4,561634554;;
trial C;2015-06-15;2;13;2;;75-105cm;6,325066911;;
trial C;2015-06-15;3;14;3;;0-30cm;9,817187489;;
trial C;2015-06-15;3;14;3;;30-45cm;3,824190152;;
trial C;2015-06-15;3;14;3;;45-75cm;5,015886295;;
trial C;2015-06-15;3;14;3;;75-105cm;11,17310208;;
trial C;2015-06-15;1;15;1;;0-30cm;10,83522797;;
trial C;2015-06-15;1;15;1;;30-45cm;3,901958382;;
trial C;2015-06-15;1;15;1;;45-75cm;6,954350083;;
trial C;2015-06-15;1;15;1;;75-105cm;21,30664363;;
trial C;2015-06-15;6;16;6;;0-30cm;14,97143617;;
trial C;2015-06-15;6;16;6;;30-45cm;4,561445094;;
trial C;2015-06-15;6;16;6;;45-75cm;6,531659036;;
trial C;2015-06-15;6;16;6;;75-105cm;16,80958523;;
trial C;2015-06-15;5;17;5;;0-30cm;12,82904446;;
trial C;2015-06-15;5;17;5;;30-45cm;4,494517594;;
trial C;2015-06-15;5;17;5;;45-75cm;4,410905434;;
trial C;2015-06-15;5;17;5;;75-105cm;7,536336389;;
trial C;2015-06-15;4;18;4;;0-30cm;12,83299302;;
trial C;2015-06-15;4;18;4;;30-45cm;1,991948999;;
trial C;2015-06-15;4;18;4;;45-75cm;3,367473014;;
trial C;2015-06-15;4;18;4;;75-105cm;12,26891641;;
trial C;2015-06-15;5;19;5;;0-30cm;12,62397727;;
trial C;2015-06-15;5;19;5;;30-45cm;3,496360705;;
trial C;2015-06-15;5;19;5;;45-75cm;6,962221048;;
trial C;2015-06-15;5;19;5;;75-105cm;19,25671233;;
trial C;2015-06-15;4;20;4;;0-30cm;13,89884936;;
trial C;2015-06-15;4;20;4;;30-45cm;4,279722906;;
trial C;2015-06-15;4;20;4;;45-75cm;4,813759595;;
trial C;2015-06-15;4;20;4;;75-105cm;8,318653739;;
trial C;2015-06-15;6;21;6;;0-30cm;12,26175162;;
trial C;2015-06-15;6;21;6;;30-45cm;3,046998714;;
trial C;2015-06-15;6;21;6;;45-75cm;4,412623763;;
trial C;2015-06-15;6;21;6;;75-105cm;10,70480426;;
trial C;2015-06-15;3;22;3;;0-30cm;12,50959744;;
trial C;2015-06-15;3;22;3;;30-45cm;3,580329115;;
trial C;2015-06-15;3;22;3;;45-75cm;8,662358611;;
trial C;2015-06-15;3;22;3;;75-105cm;21,97831753;;
trial C;2015-06-15;2;23;2;;0-30cm;14,09730878;;
trial C;2015-06-15;2;23;2;;30-45cm;4,683490455;;
trial C;2015-06-15;2;23;2;;45-75cm;7,29313272;;
trial C;2015-06-15;2;23;2;;75-105cm;9,675307771;;
trial C;2015-06-15;1;24;1;;0-30cm;9,515688646;;
trial C;2015-06-15;1;24;1;;30-45cm;4,960344042;;
trial C;2015-06-15;1;24;1;;45-75cm;7,997338894;;
trial C;2015-06-15;1;24;1;;75-105cm;21,66934961;;
;;;;;;;;;
trial C;2015-08-13;2;13;2;;0-30cm;25,93776133;Nmin 2015 b, Tabellenblatt C sortiert;
trial C;2015-08-13;2;13;2;;30-45cm;12,11298222;;
trial C;2015-08-13;2;13;2;;45-75cm;11,82685079;;
trial C;2015-08-13;2;13;2;;75-105cm;11,17053715;;
trial C;2015-08-13;3;14;3;;0-30cm;31,52477708;;
trial C;2015-08-13;3;14;3;;30-45cm;14,30922381;;
trial C;2015-08-13;3;14;3;;45-75cm;12,2103609;;
trial C;2015-08-13;3;14;3;;75-105cm;9,737856924;;
trial C;2015-08-13;1;15;1;;0-30cm;21,41697718;;
trial C;2015-08-13;1;15;1;;30-45cm;12,14729761;;
trial C;2015-08-13;1;15;1;;45-75cm;10,30957586;;
trial C;2015-08-13;1;15;1;;75-105cm;12,60894573;;
trial C;2015-08-13;6;16;6;;0-30cm;34,13923479;;
trial C;2015-08-13;6;16;6;;30-45cm;12,39231438;;
trial C;2015-08-13;6;16;6;;45-75cm;11,33995203;;
trial C;2015-08-13;6;16;6;;75-105cm;10,13016957;;
trial C;2015-08-13;5;17;5;;0-30cm;26,64561097;;
trial C;2015-08-13;5;17;5;;30-45cm;13,20934405;;
trial C;2015-08-13;5;17;5;;45-75cm;18,07966705;;
trial C;2015-08-13;5;17;5;;75-105cm;13,1296499;;
trial C;2015-08-13;4;18;4;;0-30cm;36,99970874;;
trial C;2015-08-13;4;18;4;;30-45cm;12,7290965;;
trial C;2015-08-13;4;18;4;;45-75cm;11,06668058;;
trial C;2015-08-13;4;18;4;;75-105cm;10,90510241;;
trial C;2015-08-13;5;19;5;;0-30cm;37,02881587;;
trial C;2015-08-13;5;19;5;;30-45cm;17,30265839;;
trial C;2015-08-13;5;19;5;;45-75cm;19,22406546;;
trial C;2015-08-13;5;19;5;;75-105cm;12,3684081;;
trial C;2015-08-13;4;20;4;;0-30cm;25,2374563;;
trial C;2015-08-13;4;20;4;;30-45cm;12,40628551;;
trial C;2015-08-13;4;20;4;;45-75cm;10,50383476;;
trial C;2015-08-13;4;20;4;;75-105cm;12,33078165;;
trial C;2015-08-13;6;21;6;;0-30cm;32,57428393;;
trial C;2015-08-13;6;21;6;;30-45cm;10,60738045;;
trial C;2015-08-13;6;21;6;;45-75cm;10,6344628;;
trial C;2015-08-13;6;21;6;;75-105cm;9,153799008;;
trial C;2015-08-13;3;22;3;;0-30cm;24,79568868;;
trial C;2015-08-13;3;22;3;;30-45cm;13,10487012;;
trial C;2015-08-13;3;22;3;;45-75cm;49,28043117;;
trial C;2015-08-13;3;22;3;;75-105cm;27,28198589;;
trial C;2015-08-13;2;23;2;;0-30cm;24,99912495;;
trial C;2015-08-13;2;23;2;;30-45cm;9,335096505;;
trial C;2015-08-13;2;23;2;;45-75cm;14,53164783;;
trial C;2015-08-13;2;23;2;;75-105cm;10,92850289;;
trial C;2015-08-13;1;24;1;;0-30cm;26,71445612;;
trial C;2015-08-13;1;24;1;;30-45cm;10,59255766;;
trial C;2015-08-13;1;24;1;;45-75cm;11,434609;;
trial C;2015-08-13;1;24;1;;75-105cm;10,2248622;;
;;;;;;;;;
trial C;2015-11-03;2;13;2;;0-30cm;16,42002203;Nmin 2015 b, Tabellenblatt C sortiert;
trial C;2015-11-03;2;13;2;;30-45cm;10,20240622;;
trial C;2015-11-03;2;13;2;;45-75cm;9,801582102;;
trial C;2015-11-03;2;13;2;;75-105cm;8,157672841;;
trial C;2015-11-03;3;14;3;;0-30cm;28,05902628;;
trial C;2015-11-03;3;14;3;;30-45cm;20,08256186;;
trial C;2015-11-03;3;14;3;;45-75cm;17,89979352;;
trial C;2015-11-03;3;14;3;;75-105cm;10,06932974;;
trial C;2015-11-03;1;15;1;;0-30cm;23,3826384;;
trial C;2015-11-03;1;15;1;;30-45cm;13,33229266;;
trial C;2015-11-03;1;15;1;;45-75cm;22,37237435;;
trial C;2015-11-03;1;15;1;;75-105cm;14,65775906;;
trial C;2015-11-03;6;16;6;;0-30cm;22,13936638;;
trial C;2015-11-03;6;16;6;;30-45cm;15,59929553;;
trial C;2015-11-03;6;16;6;;45-75cm;19,61496525;;
trial C;2015-11-03;6;16;6;;75-105cm;8,970996724;;
trial C;2015-11-03;5;17;5;;0-30cm;20,86730862;;
trial C;2015-11-03;5;17;5;;30-45cm;12,44770747;;
trial C;2015-11-03;5;17;5;;45-75cm;14,25037399;;
trial C;2015-11-03;5;17;5;;75-105cm;9,06525847;;
trial C;2015-11-03;4;18;4;;0-30cm;26,12866344;;
trial C;2015-11-03;4;18;4;;30-45cm;15,04129348;;
trial C;2015-11-03;4;18;4;;45-75cm;19,42681421;;
trial C;2015-11-03;4;18;4;;75-105cm;11,28543971;;
trial C;2015-11-03;5;19;5;;0-30cm;32,34558932;;
trial C;2015-11-03;5;19;5;;30-45cm;18,70567794;;
trial C;2015-11-03;5;19;5;;45-75cm;21,59159817;;
trial C;2015-11-03;5;19;5;;75-105cm;15,03605141;;
trial C;2015-11-03;4;20;4;;0-30cm;44,62311341;;
trial C;2015-11-03;4;20;4;;30-45cm;17,57781127;;
trial C;2015-11-03;4;20;4;;45-75cm;21,67980696;;
trial C;2015-11-03;4;20;4;;75-105cm;34,75444665;;
trial C;2015-11-03;6;21;6;;0-30cm;15,38514505;;
trial C;2015-11-03;6;21;6;;30-45cm;17,46778737;;
trial C;2015-11-03;6;21;6;;45-75cm;19,34466916;;
trial C;2015-11-03;6;21;6;;75-105cm;13,68437728;;
trial C;2015-11-03;3;22;3;;0-30cm;35,33188121;;
trial C;2015-11-03;3;22;3;;30-45cm;19,49866246;;
trial C;2015-11-03;3;22;3;;45-75cm;27,12079073;;
trial C;2015-11-03;3;22;3;;75-105cm;18,9175169;;
trial C;2015-11-03;2;23;2;;0-30cm;30,04192608;;
trial C;2015-11-03;2;23;2;;30-45cm;15,03954876;;
trial C;2015-11-03;2;23;2;;45-75cm;18,41840712;;
trial C;2015-11-03;2;23;2;;75-105cm;14,07169072;;
trial C;2015-11-03;1;24;1;;0-30cm;32,27682304;;
trial C;2015-11-03;1;24;1;;30-45cm;20,68850047;;
trial C;2015-11-03;1;24;1;;45-75cm;24,63869733;;
trial C;2015-11-03;1;24;1;;75-105cm;12,45717881;;
;;;;;;;;;
trial C;2016-04-06;1;1;1;;0-30cm;12,69549916;Nmin 2016, Tabellenblatt Trial C sortiert;
trial C;2016-04-06;1;1;1;;30-45cm;5,488305932;;
trial C;2016-04-06;1;1;1;;45-75cm;9,85131959;;
trial C;2016-04-06;1;1;1;;75-105cm;8,094023524;;
trial C;2016-04-06;2;2;2;;0-30cm;12,79332984;;
trial C;2016-04-06;2;2;2;;30-45cm;4,5923013;;
trial C;2016-04-06;2;2;2;;45-75cm;5,995745467;;
trial C;2016-04-06;2;2;2;;75-105cm;6,199171364;;
trial C;2016-04-06;3;3;3;;0-30cm;8,973319358;;
trial C;2016-04-06;3;3;3;;30-45cm;3,699051547;;
trial C;2016-04-06;3;3;3;;45-75cm;3,477410871;;
trial C;2016-04-06;3;3;3;;75-105cm;5,916959829;;
trial C;2016-04-06;4;4;4;;0-30cm;7,664074448;;
trial C;2016-04-06;4;4;4;;30-45cm;3,45312196;;
trial C;2016-04-06;4;4;4;;45-75cm;6,853205835;;
trial C;2016-04-06;4;4;4;;75-105cm;6,409403955;;
trial C;2016-04-06;5;5;5;;0-30cm;9,303057027;;
trial C;2016-04-06;5;5;5;;30-45cm;4,214750225;;
trial C;2016-04-06;5;5;5;;45-75cm;5,583619755;;
trial C;2016-04-06;5;5;5;;75-105cm;8,063596981;;
trial C;2016-04-06;6;6;6;;0-30cm;9,773954771;;
trial C;2016-04-06;6;6;6;;30-45cm;4,073860459;;
trial C;2016-04-06;6;6;6;;45-75cm;6,068630686;;
trial C;2016-04-06;6;6;6;;75-105cm;8,138073734;;
trial C;2016-04-06;5;7;5;;0-30cm;16,00123181;;
trial C;2016-04-06;5;7;5;;30-45cm;6,58129927;;
trial C;2016-04-06;5;7;5;;45-75cm;7,495769049;;
trial C;2016-04-06;5;7;5;;75-105cm;6,408788321;;
trial C;2016-04-06;6;8;6;;0-30cm;5,509325681;;
trial C;2016-04-06;6;8;6;;30-45cm;3,729647954;;
trial C;2016-04-06;6;8;6;;45-75cm;8,421391679;;
trial C;2016-04-06;6;8;6;;75-105cm;14,57344991;;
trial C;2016-04-06;4;9;4;;0-30cm;21,64788177;;
trial C;2016-04-06;4;9;4;;30-45cm;5,486689255;;
trial C;2016-04-06;4;9;4;;45-75cm;6,046097216;;
trial C;2016-04-06;4;9;4;;75-105cm;5,652584746;;
trial C;2016-04-06;3;10;3;;0-30cm;17,46222707;;
trial C;2016-04-06;3;10;3;;30-45cm;5,979744208;;
trial C;2016-04-06;3;10;3;;45-75cm;4,946443515;;
trial C;2016-04-06;3;10;3;;75-105cm;4,504151213;;
trial C;2016-04-06;1;11;1;;0-30cm;18,27911666;;
trial C;2016-04-06;1;11;1;;30-45cm;8,399398281;;
trial C;2016-04-06;1;11;1;;45-75cm;7,111817755;;
trial C;2016-04-06;1;11;1;;75-105cm;5,803689737;;
trial C;2016-04-06;2;12;2;;0-30cm;18,81416058;;
trial C;2016-04-06;2;12;2;;30-45cm;6,624913471;;
trial C;2016-04-06;2;12;2;;45-75cm;6,401611531;;
trial C;2016-04-06;2;12;2;;75-105cm;6,655342597;;
trial C;2016-04-06;2;13;2;;0-30cm;16,49384615;;
trial C;2016-04-06;2;13;2;;30-45cm;5,764366463;;
trial C;2016-04-06;2;13;2;;45-75cm;10,07410536;;
trial C;2016-04-06;2;13;2;;75-105cm;8,0625;;
trial C;2016-04-06;3;14;3;;0-30cm;18,3838198;;
trial C;2016-04-06;3;14;3;;30-45cm;6,882008368;;
trial C;2016-04-06;3;14;3;;45-75cm;8,4102902;;
trial C;2016-04-06;3;14;3;;75-105cm;8,019688261;;
trial C;2016-04-06;1;15;1;;0-30cm;17,37735043;;
trial C;2016-04-06;1;15;1;;30-45cm;7,543651845;;
trial C;2016-04-06;1;15;1;;45-75cm;8,949680233;;
trial C;2016-04-06;1;15;1;;75-105cm;8,394638298;;
trial C;2016-04-06;6;16;6;;0-30cm;19,12669528;;
trial C;2016-04-06;6;16;6;;30-45cm;7,393203463;;
trial C;2016-04-06;6;16;6;;45-75cm;9,106291971;;
trial C;2016-04-06;6;16;6;;75-105cm;7,452365747;;
trial C;2016-04-06;5;17;5;;0-30cm;18,49382381;;
trial C;2016-04-06;5;17;5;;30-45cm;6,808524111;;
trial C;2016-04-06;5;17;5;;45-75cm;9,958787879;;
trial C;2016-04-06;5;17;5;;75-105cm;7,967251072;;
trial C;2016-04-06;4;18;4;;0-30cm;20,16560818;;
trial C;2016-04-06;4;18;4;;30-45cm;8,157994056;;
trial C;2016-04-06;4;18;4;;45-75cm;9,497060241;;
trial C;2016-04-06;4;18;4;;75-105cm;8,63348141;;
trial C;2016-04-06;5;19;5;;0-30cm;11,90722932;;
trial C;2016-04-06;5;19;5;;30-45cm;5,205438555;;
trial C;2016-04-06;5;19;5;;45-75cm;6,321699439;;
trial C;2016-04-06;5;19;5;;75-105cm;1,39134155;;
trial C;2016-04-06;4;20;4;;0-30cm;11,29025486;;
trial C;2016-04-06;4;20;4;;30-45cm;3,895852224;;
trial C;2016-04-06;4;20;4;;45-75cm;1,719770771;;
trial C;2016-04-06;4;20;4;;75-105cm;2,114218583;;
trial C;2016-04-06;6;21;6;;0-30cm;12,12325607;;
trial C;2016-04-06;6;21;6;;30-45cm;2,751049973;;
trial C;2016-04-06;6;21;6;;45-75cm;5,313424238;;
trial C;2016-04-06;6;21;6;;75-105cm;6,349750197;;
trial C;2016-04-06;3;22;3;;0-30cm;4,702158559;;
trial C;2016-04-06;3;22;3;;30-45cm;1,606678563;;
trial C;2016-04-06;3;22;3;;45-75cm;2,250755268;;
trial C;2016-04-06;3;22;3;;75-105cm;1,877134288;;
trial C;2016-04-06;2;23;2;;0-30cm;9,025676365;;
trial C;2016-04-06;2;23;2;;30-45cm;3,339155266;;
trial C;2016-04-06;2;23;2;;45-75cm;0,873047285;;
trial C;2016-04-06;2;23;2;;75-105cm;1,33722794;;
trial C;2016-04-06;1;24;1;;0-30cm;8,161175745;;
trial C;2016-04-06;1;24;1;;30-45cm;2,967956629;;
trial C;2016-04-06;1;24;1;;45-75cm;0,192243262;;
trial C;2016-04-06;1;24;1;;75-105cm;3,583483254;;
;;;;;;;;;
trial C;2016-04-29;2;13;2;;0-30cm;13,81970149;Nmin 2016, Tabellenblatt Trial C sortiert;
trial C;2016-04-29;2;13;2;;30-45cm;4,687271019;;
trial C;2016-04-29;2;13;2;;45-75cm;8,3688;;
trial C;2016-04-29;2;13;2;;75-105cm;6,776681223;;
trial C;2016-04-29;3;14;3;;0-30cm;14,6786654;;
trial C;2016-04-29;3;14;3;;30-45cm;5,83988764;;
trial C;2016-04-29;3;14;3;;45-75cm;6,873457249;;
trial C;2016-04-29;3;14;3;;75-105cm;5,438040346;;
trial C;2016-04-29;1;15;1;;0-30cm;17,64446139;;
trial C;2016-04-29;1;15;1;;30-45cm;4,772005571;;
trial C;2016-04-29;1;15;1;;45-75cm;7,86658779;;
trial C;2016-04-29;1;15;1;;75-105cm;5,4;;
trial C;2016-04-29;6;16;6;;0-30cm;14,93161052;;
trial C;2016-04-29;6;16;6;;30-45cm;4,560945205;;
trial C;2016-04-29;6;16;6;;45-75cm;9,196005706;;
trial C;2016-04-29;6;16;6;;75-105cm;5,394874229;;
trial C;2016-04-29;5;17;5;;0-30cm;16,48991909;;
trial C;2016-04-29;5;17;5;;30-45cm;4,946787167;;
trial C;2016-04-29;5;17;5;;45-75cm;5,237266698;;
trial C;2016-04-29;5;17;5;;75-105cm;4,831578947;;
trial C;2016-04-29;4;18;4;;0-30cm;19,14087736;;
trial C;2016-04-29;4;18;4;;30-45cm;6,877058824;;
trial C;2016-04-29;4;18;4;;45-75cm;7,364303318;;
trial C;2016-04-29;4;18;4;;75-105cm;5,054440774;;
trial C;2016-04-29;5;19;5;;0-30cm;18,62556741;;
trial C;2016-04-29;5;19;5;;30-45cm;6,073668337;;
trial C;2016-04-29;5;19;5;;45-75cm;6,002099708;;
trial C;2016-04-29;5;19;5;;75-105cm;6,797506795;;
trial C;2016-04-29;4;20;4;;0-30cm;19,68578453;;
trial C;2016-04-29;4;20;4;;30-45cm;6,918049273;;
trial C;2016-04-29;4;20;4;;45-75cm;4,40151938;;
trial C;2016-04-29;4;20;4;;75-105cm;4,67868104;;
trial C;2016-04-29;6;21;6;;0-30cm;13,86434871;;
trial C;2016-04-29;6;21;6;;30-45cm;5,48049993;;
trial C;2016-04-29;6;21;6;;45-75cm;5,698709377;;
trial C;2016-04-29;6;21;6;;75-105cm;5,050174807;;
trial C;2016-04-29;3;22;3;;0-30cm;10,55677089;;
trial C;2016-04-29;3;22;3;;30-45cm;4,006616878;;
trial C;2016-04-29;3;22;3;;45-75cm;5,317229033;;
trial C;2016-04-29;3;22;3;;75-105cm;3,220812558;;
trial C;2016-04-29;2;23;2;;0-30cm;13,57637145;;
trial C;2016-04-29;2;23;2;;30-45cm;5,951089697;;
trial C;2016-04-29;2;23;2;;45-75cm;3,764977775;;
trial C;2016-04-29;2;23;2;;75-105cm;3,215452034;;
trial C;2016-04-29;1;24;1;;0-30cm;11,18530605;;
trial C;2016-04-29;1;24;1;;30-45cm;4,205736717;;
trial C;2016-04-29;1;24;1;;45-75cm;4,091543872;;
trial C;2016-04-29;1;24;1;;75-105cm;3,786919514;;
;;;;;;;;;
trial C;2016-06-08;2;13;2;;0-30cm;12,21656502;Nmin 2016, Tabellenblatt Trial C sortiert;
trial C;2016-06-08;2;13;2;;30-45cm;2,596489013;;
trial C;2016-06-08;2;13;2;;45-75cm;3,562135761;;
trial C;2016-06-08;2;13;2;;75-105cm;2,571257159;;
trial C;2016-06-08;3;14;3;;0-30cm;11,53629536;;
trial C;2016-06-08;3;14;3;;30-45cm;4,442466019;;
trial C;2016-06-08;3;14;3;;45-75cm;5,565682074;;
trial C;2016-06-08;3;14;3;;75-105cm;2,613967731;;
trial C;2016-06-08;1;15;1;;0-30cm;13,15894986;;
trial C;2016-06-08;1;15;1;;30-45cm;4,433375806;;
trial C;2016-06-08;1;15;1;;45-75cm;2,705029962;;
trial C;2016-06-08;1;15;1;;75-105cm;3,172824537;;
trial C;2016-06-08;6;16;6;;0-30cm;10,55728336;;
trial C;2016-06-08;6;16;6;;30-45cm;2,626406892;;
trial C;2016-06-08;6;16;6;;45-75cm;0,9434537;;
trial C;2016-06-08;6;16;6;;75-105cm;1,561269981;;
trial C;2016-06-08;5;17;5;;0-30cm;9,921741356;;
trial C;2016-06-08;5;17;5;;30-45cm;4,309511028;;
